UCL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
UCL114002,21,40,54,1016,1204,2215,0,0,0,46,84,126,0,0,0,749,821,1569,0,3,7,0,8,11,14,15,24,6,5,10,8,12,15,0,0,0,12,17,26,11,15,18,123,128,249,8,8,14,5,7,5,126,202,323,46,48,93,0,0,3,2158,2565,4719,7,8,16,4,4,6,0,0,0,0,0,0,0,0,3,6,10,20,9,12,20,1393,1303,2696,14,10,22,3,9,12,1413,1323,2733,258,224,479,3862,4172,8037
UCL114003,24,19,39,786,992,1779,0,0,0,52,66,118,4,5,3,979,1105,2079,0,0,0,10,7,17,28,36,65,0,0,4,0,8,9,0,0,0,13,19,35,50,91,137,210,251,457,11,14,28,12,20,29,149,222,371,123,148,267,10,17,27,2442,2990,5431,14,17,28,6,10,15,0,0,0,0,5,3,0,0,4,9,12,17,14,13,25,1708,1538,3248,12,11,24,6,8,9,1731,1553,3285,589,564,1149,4806,5159,9968
UCL114004,30,41,74,428,550,977,4,0,5,60,66,129,0,0,0,749,766,1516,0,0,0,21,35,51,7,18,24,0,0,3,23,37,56,0,0,0,3,6,14,28,33,65,41,40,85,4,0,3,0,0,0,49,69,122,38,57,103,0,0,0,1467,1688,3147,32,28,67,40,34,79,0,3,3,0,0,0,8,6,15,11,20,29,16,26,40,1234,1130,2365,3,9,13,5,9,11,1246,1146,2392,450,201,650,3283,3162,6447
UCL114005,8,12,17,610,752,1359,0,0,0,30,33,62,0,0,0,735,819,1554,0,0,0,3,0,6,8,11,18,4,3,8,3,4,10,0,0,0,10,4,17,18,31,50,63,83,150,4,10,11,4,7,10,126,148,272,56,50,103,0,0,0,1683,1946,3624,3,10,13,8,5,11,0,6,9,0,6,6,0,0,0,3,3,11,10,9,12,845,751,1595,7,0,7,0,10,12,849,760,1610,233,193,423,2800,2933,5732
UCL114006,4,17,24,411,496,900,0,0,0,45,46,96,0,0,0,616,709,1324,0,0,0,7,3,14,6,6,8,0,5,5,16,23,37,0,0,0,4,7,12,3,4,9,159,188,351,0,0,3,0,6,8,80,112,192,24,39,55,0,0,0,1373,1636,3011,8,8,12,7,10,19,0,0,0,0,0,0,5,0,4,3,7,11,9,4,13,1058,963,2027,5,0,3,0,0,0,1060,963,2028,167,166,331,2638,2810,5444
UCL114007,25,25,48,787,952,1742,0,0,0,55,66,128,73,70,144,1018,1160,2183,0,0,0,23,17,32,27,44,67,19,18,34,7,8,10,3,7,7,14,5,20,34,39,69,144,182,332,4,11,16,0,5,6,122,165,282,60,72,135,5,3,10,2405,2823,5223,10,22,32,16,4,24,0,0,0,7,9,14,5,5,7,5,13,22,17,23,41,1185,1025,2216,9,6,18,3,3,7,1194,1043,2231,347,306,650,4019,4237,8254
UCL114008,8,15,26,419,520,940,0,0,0,47,49,101,0,0,0,631,766,1400,0,0,0,6,6,11,7,10,19,0,9,3,7,11,21,0,0,0,3,9,16,6,9,12,82,106,186,9,11,12,5,4,9,175,244,417,35,36,70,0,0,0,1432,1789,3220,22,15,34,6,5,6,0,0,0,0,7,3,0,0,3,5,11,20,8,21,24,1253,1145,2402,11,3,18,4,0,3,1267,1151,2421,355,337,692,3097,3331,6431
UCL114009,28,38,62,366,484,851,0,0,0,36,53,86,0,0,4,840,974,1813,0,0,0,9,12,21,6,5,11,9,3,13,19,20,34,16,22,47,27,18,47,33,43,73,76,101,182,4,0,5,5,6,11,77,120,195,48,63,110,3,4,3,1568,1929,3501,78,83,161,65,79,139,0,0,0,0,0,0,10,13,25,24,35,53,36,46,82,1138,1273,2409,11,11,16,0,0,3,1147,1287,2428,181,215,399,3110,3672,6782
UCL114010,10,16,25,633,728,1361,0,0,0,37,55,87,0,0,0,1057,1111,2172,0,0,0,0,6,6,7,11,17,0,0,0,13,16,31,0,0,0,3,6,10,9,22,26,74,95,171,12,8,25,5,0,7,113,138,252,40,59,102,0,0,0,2012,2253,4268,15,12,26,3,0,6,0,0,0,0,0,0,0,4,5,0,5,5,0,7,5,935,894,1827,0,0,0,0,4,4,935,898,1833,343,320,667,3323,3510,6837
UCL114011,5,13,25,520,651,1165,4,0,4,24,33,57,0,0,0,406,502,904,0,0,0,0,3,4,11,15,27,0,4,8,3,6,6,0,3,9,3,9,9,10,12,20,96,87,189,5,16,23,7,13,17,94,114,210,54,66,122,0,7,5,1245,1528,2775,23,26,49,8,8,17,4,0,9,5,0,5,4,6,4,14,24,32,20,22,42,850,774,1627,5,5,7,4,4,9,859,783,1639,313,320,636,2472,2714,5184
UCL114012,16,31,45,349,402,749,0,0,0,17,29,43,6,0,12,750,870,1618,0,0,0,102,92,194,0,0,0,3,4,10,9,13,18,3,10,13,7,4,13,29,36,68,19,42,63,4,5,10,4,0,7,38,50,86,91,84,183,3,3,3,1444,1649,3093,134,111,243,71,80,154,8,3,13,0,0,0,87,66,150,5,7,7,89,72,157,1169,1043,2210,5,6,10,0,7,4,1174,1057,2227,153,133,287,3093,3134,6224
UCL114013,16,24,35,802,958,1764,0,0,0,43,43,86,0,0,0,844,1001,1847,0,0,0,3,3,4,4,5,6,0,0,5,12,14,25,0,0,0,4,7,17,42,54,97,139,159,302,3,15,19,4,7,11,118,127,247,57,66,124,0,0,0,2084,2470,4555,13,9,22,0,4,10,0,0,0,0,0,0,12,0,8,0,9,14,13,13,21,1493,1324,2818,0,6,7,0,6,6,1494,1335,2832,437,425,855,4063,4275,8338
UCL114014,19,24,43,483,555,1039,0,0,0,41,51,91,0,0,0,671,799,1477,0,4,5,29,30,53,3,4,7,0,0,0,4,0,4,3,3,10,13,16,27,28,40,69,53,78,132,6,8,14,0,0,4,64,69,135,42,54,91,0,0,0,1448,1701,3153,6,10,15,5,0,6,3,6,4,0,0,0,5,0,5,0,7,7,4,7,11,1509,1314,2824,13,12,21,3,7,12,1523,1333,2859,99,121,218,3099,3204,6304
UCL114015,9,18,25,897,1142,2042,0,0,0,21,28,52,0,0,0,881,1023,1899,5,12,15,7,5,9,13,18,39,5,5,7,5,0,8,0,0,0,25,13,44,52,64,113,191,228,420,19,36,58,9,19,30,141,197,332,135,126,258,3,0,3,2404,2920,5330,27,20,39,10,4,16,3,7,7,3,6,8,4,3,3,3,9,12,10,16,28,1612,1545,3157,10,7,12,11,5,14,1634,1556,3188,507,510,1019,4610,5048,9654
UCL114016,18,21,40,486,629,1118,0,0,0,22,28,45,58,65,119,1134,1269,2404,3,0,8,19,15,28,7,4,13,0,3,0,13,22,32,0,0,0,22,8,30,42,58,104,180,206,386,11,17,29,10,14,28,100,114,216,58,48,104,3,3,10,2165,2519,4680,26,26,48,41,45,85,0,0,0,0,0,0,63,58,119,5,10,13,58,70,127,965,833,1794,12,4,13,6,0,9,975,842,1819,326,307,632,3610,3828,7437
UCL114017,45,54,97,384,433,817,0,0,0,19,22,42,0,0,0,744,846,1594,0,3,3,10,11,20,16,20,35,0,0,0,8,6,11,0,0,0,9,0,11,21,29,51,73,83,156,0,4,3,4,8,8,43,84,121,42,62,101,0,3,0,1366,1612,2974,4,11,14,8,6,14,9,13,17,0,0,0,0,0,6,12,10,28,14,15,32,1909,1863,3773,6,7,14,7,20,33,1928,1896,3816,260,259,514,3636,3850,7483
UCL114018,32,57,85,606,809,1414,0,0,0,40,50,96,0,0,0,653,743,1396,0,3,3,19,17,30,31,37,77,7,10,11,15,17,28,0,0,0,16,18,31,25,34,56,82,97,178,0,6,7,3,4,12,106,163,274,65,83,148,0,0,4,1667,2094,3762,27,20,46,7,5,9,7,10,13,0,0,0,4,6,6,5,11,20,10,20,28,1884,1822,3703,11,4,15,5,7,13,1902,1833,3734,254,288,542,3902,4319,8220
UCL114019,25,28,50,671,799,1468,0,0,0,19,18,36,0,0,0,777,861,1635,0,0,3,21,12,35,8,18,22,6,5,5,12,13,24,0,0,0,4,10,15,22,37,55,89,89,177,21,25,44,14,11,23,63,87,149,77,72,150,0,0,0,1793,2061,3853,26,19,49,13,9,22,0,0,0,3,5,12,8,0,7,4,3,3,14,8,27,878,729,1607,0,3,9,3,3,7,886,737,1623,717,734,1448,3472,3597,7070
UCL114020,51,62,115,777,923,1694,0,0,0,37,43,76,33,22,53,849,958,1806,0,0,3,28,21,50,22,30,49,6,3,11,8,8,15,5,0,3,12,3,16,27,47,80,98,117,212,0,4,4,8,7,13,102,166,264,116,126,245,3,6,11,2119,2490,4613,86,60,147,26,11,40,3,5,10,0,0,0,8,11,17,10,23,32,15,37,51,1646,1629,3275,9,9,18,6,9,14,1659,1644,3304,253,239,496,4219,4551,8774
UCL114021,35,62,98,560,714,1274,0,0,0,21,38,67,0,0,0,824,955,1775,4,9,13,15,6,24,21,30,50,0,4,10,10,15,25,0,0,0,9,9,21,31,47,76,130,135,265,12,4,14,82,111,193,85,120,209,91,121,217,0,6,7,1894,2336,4235,131,131,262,4,6,8,6,6,10,3,5,4,35,40,79,18,34,52,59,88,142,2021,1966,3992,19,16,34,16,37,53,2059,2019,4078,480,502,983,4667,5150,9812
UCL114022,24,38,62,507,602,1109,0,0,0,31,29,57,0,0,0,558,620,1181,0,0,0,8,9,15,31,37,73,0,3,3,4,8,13,0,0,0,13,12,23,40,56,94,108,155,263,16,20,38,12,12,21,76,130,206,54,71,122,4,5,7,1455,1773,3231,9,15,28,7,3,7,4,3,7,8,11,18,3,4,0,10,12,23,20,24,41,1313,1254,2571,20,13,31,4,9,17,1338,1280,2614,349,324,677,3204,3460,6668
UCL114023,13,16,24,670,698,1364,0,0,0,15,8,21,0,0,0,567,651,1218,0,0,3,3,3,4,8,10,12,0,3,3,0,9,10,0,0,0,0,7,3,24,23,43,83,85,174,4,14,18,8,8,17,66,70,140,52,60,111,0,0,0,1495,1647,3142,15,17,31,5,8,12,0,0,0,0,0,0,0,0,5,0,14,12,5,12,19,931,839,1771,0,4,7,3,0,6,936,842,1774,264,230,491,2730,2770,5499
UCL114024,22,26,52,947,1120,2067,3,5,3,80,105,186,25,27,52,1214,1345,2565,0,0,0,0,5,7,4,7,5,3,7,8,18,20,42,3,3,8,6,8,11,45,61,106,144,166,304,5,9,11,8,8,21,205,303,504,91,107,196,0,0,0,2808,3300,6106,28,20,47,19,10,30,0,0,0,0,0,0,5,0,6,9,15,27,11,19,35,1505,1296,2803,10,6,19,0,0,8,1515,1306,2827,389,348,739,4799,5033,9832
UCL114025,17,42,53,413,499,912,0,0,0,19,22,44,0,0,0,699,782,1481,4,3,8,10,9,20,29,40,71,6,0,4,10,5,12,0,0,0,0,5,10,24,33,56,55,89,141,0,0,0,4,4,10,74,94,164,63,66,127,3,3,5,1406,1660,3066,17,16,31,8,0,10,9,9,23,0,0,0,5,5,13,3,19,26,15,23,35,1719,1734,3455,8,11,15,8,17,24,1735,1759,3494,240,256,502,3438,3769,7209
UCL114026,16,34,49,493,667,1162,0,6,0,68,87,158,0,0,0,564,662,1218,6,9,8,11,22,34,9,20,30,5,6,11,3,10,15,0,0,0,8,11,17,27,39,69,45,43,83,3,7,11,4,5,7,69,115,183,63,85,142,4,0,4,1374,1781,3156,15,17,35,19,15,35,0,0,4,0,0,0,20,25,52,6,14,14,31,42,69,923,898,1816,12,9,16,3,7,11,934,911,1845,151,121,270,2549,2919,5467
UCL114027,17,26,41,542,672,1215,0,0,0,24,32,50,0,0,0,506,641,1147,5,0,4,24,21,43,8,8,12,0,0,6,10,10,15,5,0,5,9,8,21,44,60,102,80,113,197,0,6,5,5,7,12,96,122,222,44,54,100,0,0,5,1411,1758,3164,4,4,7,0,0,5,3,4,5,0,0,0,0,0,0,6,3,14,11,3,17,1025,976,2010,4,6,8,5,3,5,1033,990,2026,157,176,334,2643,2960,5605
UCL114028,11,25,33,649,773,1430,0,0,0,24,22,48,0,0,0,535,597,1127,0,0,0,0,0,6,4,5,11,9,8,15,0,3,9,5,0,6,11,6,13,7,8,10,57,49,105,4,0,4,16,3,16,74,105,178,37,36,70,0,0,0,1426,1619,3044,15,8,30,8,4,12,0,0,6,0,0,0,0,0,0,7,7,17,7,7,17,821,728,1550,3,0,3,3,8,8,828,743,1570,171,134,303,2469,2540,5013
UCL114029,17,24,36,424,460,889,4,0,10,17,19,42,0,0,0,1018,1025,2045,0,0,0,61,51,110,8,8,15,7,4,11,8,3,17,0,8,7,5,3,5,14,21,37,30,31,62,4,0,6,7,8,10,31,34,62,46,40,84,4,3,8,1692,1723,3413,6,9,7,14,14,25,0,5,5,0,0,0,0,0,0,7,3,5,7,3,12,881,718,1595,5,9,16,0,6,5,888,732,1615,130,121,249,2742,2614,5364
UCL114030,14,21,36,549,594,1148,0,0,0,21,18,36,0,0,0,459,554,1015,0,0,4,8,6,14,13,7,17,3,0,8,6,6,15,0,0,0,3,0,4,11,21,28,87,89,176,6,10,15,3,16,20,95,151,246,31,35,65,0,0,0,1296,1516,2814,13,9,18,0,0,0,0,4,3,0,0,0,0,0,0,0,0,6,4,0,8,1112,993,2102,6,8,16,3,4,7,1118,1006,2127,216,219,438,2664,2782,5443
UCL114031,26,24,48,576,674,1253,0,0,0,35,42,78,0,0,0,744,798,1544,0,0,0,33,23,59,8,11,13,7,5,16,9,7,10,0,0,0,12,17,25,14,14,27,69,70,133,3,8,11,7,4,11,69,90,157,55,54,108,4,0,4,1624,1828,3451,0,0,6,8,8,18,0,0,0,6,4,3,0,0,4,4,8,18,10,13,29,1384,1161,2544,5,5,8,7,0,10,1394,1170,2565,188,181,371,3258,3235,6492
UCL114032,25,33,59,428,519,950,0,0,0,42,38,72,25,22,45,496,588,1081,0,0,5,24,26,58,8,11,19,0,5,7,6,16,23,0,3,7,0,4,10,11,12,26,41,54,95,0,7,5,7,15,19,50,44,92,37,32,70,4,5,14,1194,1410,2602,0,6,7,18,16,34,0,0,0,0,0,0,4,0,4,5,15,15,9,16,24,1022,954,1974,6,5,13,5,6,10,1036,965,1996,139,150,292,2427,2587,5014
UCL114033,17,18,38,785,893,1679,0,0,0,44,35,80,0,0,0,742,842,1576,0,0,0,10,8,12,15,19,37,0,0,0,4,12,17,0,0,0,7,10,11,15,16,32,60,73,135,0,0,8,14,23,46,52,90,146,53,75,124,4,3,5,1802,2105,3909,29,29,55,13,4,19,0,4,9,4,3,6,6,4,6,0,3,7,8,9,17,994,889,1888,3,5,7,0,3,3,1001,893,1900,286,283,570,3166,3345,6518
UCL114034,15,19,36,700,845,1547,0,0,0,40,51,92,0,0,0,622,759,1386,0,3,3,5,8,16,22,37,59,3,4,10,3,7,8,0,0,0,10,9,23,23,35,56,114,173,283,10,23,37,24,28,47,168,220,389,62,91,156,0,0,0,1813,2292,4110,0,0,0,3,3,9,3,0,3,0,0,0,5,0,7,5,16,20,9,16,29,1611,1587,3203,13,14,28,0,14,14,1628,1617,3246,278,277,550,3746,4236,7982
UCL114035,28,53,79,378,471,851,0,0,0,37,32,64,0,0,0,344,402,741,0,5,5,3,9,10,24,25,50,0,5,7,3,8,11,5,3,8,5,12,26,17,28,42,41,63,105,0,5,8,3,7,10,53,76,127,33,54,86,0,0,0,954,1198,2154,21,17,36,41,21,63,0,0,0,0,0,0,533,483,1013,8,10,25,544,497,1037,993,967,1959,6,4,9,6,14,22,1005,983,1986,238,202,440,2824,2967,5797
UCL114036,26,49,69,574,682,1255,0,0,0,29,34,61,0,0,0,500,659,1163,0,0,0,3,5,11,11,8,16,0,3,3,3,6,7,0,0,0,5,10,16,20,29,53,131,142,267,4,10,10,4,11,14,81,110,192,36,47,90,0,0,0,1408,1762,3164,6,6,11,12,9,20,0,3,3,0,0,0,0,3,4,4,6,13,4,13,14,1283,1229,2512,4,4,13,3,11,11,1295,1241,2534,273,248,521,3011,3325,6342
UCL114037,9,22,35,499,628,1127,0,0,0,47,55,99,0,0,0,699,788,1485,0,0,3,8,10,12,0,6,9,0,0,0,11,9,17,0,0,0,7,9,9,13,13,25,42,60,99,9,3,13,3,12,18,89,104,189,47,42,91,0,7,4,1472,1736,3202,16,19,39,8,15,24,0,0,0,3,0,3,6,5,8,3,12,14,12,13,28,1065,1012,2078,8,6,14,3,4,7,1073,1024,2096,212,197,410,2808,3021,5837
UCL114038,16,12,31,667,783,1451,0,0,0,30,37,67,48,56,103,1008,1240,2246,0,0,0,11,6,18,8,14,19,3,6,9,3,8,15,0,0,0,15,4,16,7,14,25,87,103,193,9,12,28,4,15,21,89,118,208,50,65,117,0,0,0,2045,2486,4534,23,24,41,123,135,256,0,0,0,0,0,5,15,13,27,7,8,7,22,21,45,1104,1095,2207,3,3,9,5,3,8,1121,1104,2226,283,302,587,3633,4083,7712
UCL115001,11,12,21,241,264,505,0,0,0,0,7,3,0,0,0,228,232,465,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,4,0,0,5,0,4,22,34,52,4,4,4,0,0,0,19,23,44,3,6,15,0,0,0,526,575,1107,3,8,8,4,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,341,281,625,3,0,4,0,4,4,347,282,628,55,49,99,943,928,1872
UCL115002,6,11,22,325,354,675,0,0,0,16,21,32,0,0,0,368,382,756,0,0,4,5,3,12,8,11,19,4,5,7,0,6,9,0,0,0,4,7,10,27,41,69,70,60,129,0,4,9,0,0,5,70,87,160,50,44,90,0,0,0,949,1034,1985,10,9,17,4,0,4,3,0,3,0,0,0,0,0,0,0,4,4,0,4,8,1027,913,1940,8,4,9,0,6,9,1034,924,1957,138,116,254,2140,2105,4241
UCL115003,3,8,9,246,268,514,0,0,0,9,4,17,0,0,0,410,433,840,0,0,0,15,11,33,3,3,9,3,6,11,0,3,3,0,0,0,3,8,11,10,8,19,12,5,18,5,0,4,0,0,0,19,21,43,17,23,42,0,0,0,759,803,1561,9,12,19,13,11,33,0,3,3,0,0,0,0,0,0,0,3,9,0,3,9,601,502,1106,0,0,7,0,0,0,602,510,1111,67,63,124,1460,1415,2869
UCL115004,6,17,22,134,149,284,0,0,0,15,14,27,0,0,0,114,149,260,0,0,0,0,0,0,14,10,21,0,9,7,3,0,3,0,0,0,18,22,35,5,9,13,26,27,58,4,0,0,0,5,4,18,19,31,9,13,20,0,0,0,357,429,785,4,0,3,13,6,14,0,3,3,0,0,0,3,6,13,0,3,3,10,13,22,452,407,856,0,0,5,4,0,4,454,403,861,59,58,112,901,921,1820
UCL115005,13,12,16,63,78,143,0,0,0,3,0,5,0,0,0,148,168,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,51,86,0,0,0,0,0,0,6,5,8,14,16,32,0,0,0,271,316,586,9,6,8,5,5,12,0,0,0,0,0,0,4,3,8,0,0,0,4,4,5,150,125,276,0,0,0,0,0,0,150,125,276,75,81,156,522,546,1063
UCL115006,9,13,24,80,85,161,0,0,0,0,3,3,0,0,0,109,159,266,0,0,0,4,6,10,0,0,0,0,0,0,0,3,4,0,0,0,4,0,4,6,6,16,18,23,42,0,0,0,0,4,3,11,13,25,15,11,24,0,0,0,249,306,554,0,3,3,0,0,0,7,4,14,0,0,0,0,3,3,0,3,8,3,3,11,641,753,1396,6,5,5,4,17,17,647,767,1415,120,112,237,1046,1211,2260
UCL115007,3,15,18,361,390,746,0,0,0,22,37,60,0,0,0,425,408,833,0,6,5,19,12,26,0,7,8,0,4,9,7,6,7,0,0,0,3,5,9,5,15,26,31,38,71,0,3,8,5,0,6,31,40,68,14,16,36,0,4,3,933,980,1913,0,0,0,5,3,7,0,0,3,0,0,0,4,4,5,0,8,9,3,10,15,603,568,1171,0,7,6,0,5,12,607,578,1189,91,76,166,1648,1662,3314
UCL115008,6,7,8,118,165,286,0,0,0,4,12,16,0,0,0,98,108,197,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,12,18,34,0,0,3,0,0,0,33,43,70,8,5,13,0,0,0,282,359,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,196,406,0,0,0,0,0,0,211,199,412,41,36,76,534,605,1134
UCL115009,0,3,7,120,120,240,0,0,0,0,0,0,0,0,0,216,222,441,0,0,0,3,5,11,5,3,9,0,4,4,4,3,8,0,3,9,0,0,4,0,4,4,29,22,48,0,0,0,0,0,0,56,64,113,9,11,19,0,0,0,452,460,914,7,0,4,0,0,6,0,0,0,0,0,0,0,8,10,0,7,9,8,10,16,330,339,670,0,0,5,0,0,0,335,339,673,68,64,136,871,884,1752
UCL115010,0,0,0,165,197,369,0,0,0,0,10,9,0,0,0,81,112,193,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,20,6,8,20,3,0,3,9,22,36,10,4,18,0,0,0,298,369,671,3,6,9,0,3,3,0,0,0,0,0,0,0,0,0,0,8,4,0,8,4,146,114,255,3,0,3,0,0,0,149,115,257,46,45,92,498,543,1035
UCL115011,3,3,3,145,151,297,0,0,0,9,11,18,0,0,0,131,151,280,0,0,3,4,6,13,3,4,12,0,0,0,0,4,4,0,0,0,0,0,5,5,6,12,22,17,43,0,4,4,0,0,0,12,19,27,13,28,38,0,0,0,349,405,756,0,0,0,3,0,8,0,0,0,0,0,3,0,0,0,0,4,7,0,4,10,374,337,708,7,0,7,0,4,3,378,339,716,45,46,85,780,798,1583
UCL115012,20,11,32,116,107,223,0,0,0,0,5,4,0,0,0,82,81,173,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13,0,0,0,0,6,6,5,0,0,20,16,31,0,0,0,0,4,3,9,16,29,4,7,15,0,0,0,246,249,497,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,3,0,6,6,205,156,358,0,6,6,0,11,11,205,167,371,60,46,113,530,486,1022
UCL115013,22,28,52,315,410,722,0,0,0,10,9,26,0,0,0,327,403,732,0,0,0,3,0,3,13,36,51,6,3,3,0,3,9,0,0,0,13,14,28,10,7,16,22,33,48,7,10,19,7,9,15,50,50,99,24,37,60,0,4,3,800,1028,1835,8,13,23,4,5,9,0,0,0,0,0,0,0,0,0,10,5,12,10,7,9,979,959,1935,4,3,7,8,13,21,994,978,1977,230,233,460,2069,2294,4368
UCL115014,19,34,59,111,134,242,0,0,0,9,7,15,0,0,0,142,169,309,0,0,0,0,4,9,4,6,3,0,0,0,0,0,4,0,0,0,4,0,7,5,7,15,16,21,35,0,0,0,0,0,0,36,60,94,17,36,47,0,0,0,341,439,778,3,0,11,0,3,4,7,4,11,0,0,0,3,0,7,14,28,44,20,30,49,871,1040,1911,15,13,31,10,16,30,893,1069,1966,159,164,321,1447,1751,3201
UCL115015,5,17,23,140,146,289,0,0,0,10,9,19,0,0,0,98,129,229,0,0,0,14,11,20,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,21,22,39,0,0,0,3,3,8,19,27,48,10,13,22,0,0,0,316,364,683,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,8,0,8,8,420,428,851,4,5,5,7,5,9,426,436,862,102,109,212,855,943,1798
UCL115016,3,5,5,80,82,166,0,0,0,5,14,15,0,0,0,84,81,159,0,0,0,4,0,5,3,0,5,0,0,0,4,0,4,0,0,0,0,0,0,5,0,3,8,7,13,0,0,0,0,0,0,15,18,38,5,5,8,0,0,0,213,215,427,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,6,0,3,6,235,234,463,0,0,4,3,3,4,235,236,473,59,50,109,518,511,1030
UCL115017,3,4,8,217,305,519,0,0,0,22,27,49,0,0,0,228,286,515,0,0,0,6,3,10,0,0,0,0,0,0,4,3,7,0,0,0,3,0,4,3,3,7,38,58,96,0,0,3,0,0,3,53,81,133,22,34,54,0,0,3,598,800,1400,6,3,10,0,0,0,4,4,3,0,0,0,0,0,0,0,7,7,0,7,8,449,466,913,5,5,7,0,0,0,449,470,921,63,65,121,1125,1345,2467
UCL115018,0,4,4,144,198,341,0,0,0,4,0,7,0,0,0,79,105,183,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,30,40,66,3,3,8,0,5,5,22,31,53,10,12,19,0,0,0,295,396,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,131,123,254,0,0,0,0,0,0,131,125,253,44,27,73,476,554,1028
UCL115019,35,75,110,213,303,514,0,0,0,33,26,65,0,0,0,235,333,571,0,0,0,35,26,60,0,0,0,4,0,5,9,8,9,0,0,0,8,0,6,8,15,18,34,34,69,0,7,10,3,0,10,42,52,95,40,61,98,3,5,11,664,873,1541,10,3,18,3,3,9,12,9,19,0,0,0,0,0,0,20,28,40,20,28,40,1170,1152,2323,20,13,28,9,19,33,1195,1180,2382,183,179,362,2121,2357,4479
